,age,gender,education,country,ethnicity,nscore,escore,oscore,ascore,cscore,impulsive,ss,alcohol,amphet,amyl,benzos,caff,canabis,choc,coke,crack,ecstasy,heroin,ketamine,legalh,lsd,meth,mushrooms,nicotine,semer,vsa
0,0.24647541538739387,0.0,1.0,1.0,0.26214307278379173,0.413474338444917,0.7961059033027584,0.7625665124021545,0.6098269232989643,0.4793944624692584,0.33792022870337285,0.46565805295222,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0
1,0.4091368295105653,0.0,0.5376808708950563,1.0,0.26214307278379173,0.4447879209710476,0.62297605629931,0.39293891708255474,0.26606068653373205,0.3535804593056149,0.21540082648414383,0.6199574522337576,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,0.0,1.0,0.8143285040766648,1.0,0.26214307278379173,0.49204471757671453,0.3768834397803252,0.5270227380925393,0.5852134304748929,0.5844153032594764,0.21540082648414383,0.22439821909349758,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0
3,0.4091368295105653,1.0,1.0,1.0,0.26214307278379173,0.6232753413699915,0.2505444526914137,0.45699485389131966,0.456453717281114,0.6885081227124201,0.4284743029403411,0.46565805295222,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
4,1.0,1.0,0.2733763471997248,0.535184955353352,0.26214307278379173,0.413474338444917,0.45413310608351437,0.27831088455422526,0.7943862647069011,0.7353796949508712,0.21540082648414383,0.132468045427615,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5,0.5774957106736499,0.0,0.8143285040766648,0.0,0.26214307278379173,0.4447879209710476,0.3332172648773798,0.45699485389131966,0.456453717281114,0.6355935872715307,0.4284743029403411,0.53955917314341,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6,0.4091368295105653,0.0,0.15791081107984106,1.0,0.26214307278379173,0.3170062434237767,0.7961059033027584,0.39293891708255474,0.456453717281114,0.7353796949508712,0.5035725739208519,0.3881171238509978,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,0.4091368295105653,1.0,0.5376808708950563,0.535184955353352,0.26214307278379173,0.6075769965376973,0.8929665570125203,0.372051674833294,0.6098269232989643,0.6636766964172315,0.21540082648414383,0.132468045427615,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8,0.7828302781289506,0.0,0.8143285040766648,1.0,0.26214307278379173,0.4775499421960171,0.5005070358865339,0.29951874653876426,0.5852134304748929,0.5177969379625674,0.21540082648414383,0.30801132940520626,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9,0.24647541538739387,1.0,0.6539382120589645,1.0,0.26214307278379173,0.3578474657516967,0.62297605629931,0.3489427645193781,0.39017307670103574,0.7614840836402683,0.5035725739208519,0.53955917314341,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
10,0.5774957106736499,0.0,0.4128200023527921,0.18609846431207583,0.26214307278379173,0.3170062434237767,0.5005070358865339,0.5530463732726207,0.2220337955639714,0.42387482825110556,0.5653426427334451,0.8257516480384779,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0
